dg_id,dg_name,dg_atc_codes,dg_atc_levels
DB00790,Perindopril,"['C09BX01', 'C09BA04', 'C10BX11', 'C10BX13', 'C09AA04', 'C09BX02', 'C10BX12', 'C09BB04', 'C10BX15', 'C10BX14', 'C09BX04']","[['C09BX', 'C09B', 'C09', 'C'], ['C09BA', 'C09B', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09AA', 'C09A', 'C09', 'C'], ['C09BX', 'C09B', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09BB', 'C09B', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09BX', 'C09B', 'C09', 'C']]"
DB00791,Uracil mustard,['L01AD08'],"[['L01AD', 'L01A', 'L01', 'L']]"
DB00792,Tripelennamine,"['R06AC04', 'D04AA04']","[['R06AC', 'R06A', 'R06', 'R'], ['D04AA', 'D04A', 'D04', 'D']]"
DB00794,Primidone,"['N05CB01', 'N03AA03']","[['N05CB', 'N05C', 'N05', 'N'], ['N03AA', 'N03A', 'N03', 'N']]"
DB00795,Sulfasalazine,"['G01AE10', 'A07EC01']","[['G01AE', 'G01A', 'G01', 'G'], ['A07EC', 'A07E', 'A07', 'A']]"
DB00797,Tolazoline,"['M02AX02', 'C04AB02']","[['M02AX', 'M02A', 'M02', 'M'], ['C04AB', 'C04A', 'C04', 'C']]"
DB00798,Gentamicin,"['S01AA11', 'S02AA14', 'D06AX07', 'S03AA06', 'J01GB03']","[['S01AA', 'S01A', 'S01', 'S'], ['S02AA', 'S02A', 'S02', 'S'], ['D06AX', 'D06A', 'D06', 'D'], ['S03AA', 'S03A', 'S03', 'S'], ['J01GB', 'J01G', 'J01', 'J']]"
DB00799,Tazarotene,"['D05AX55', 'D05AX05']","[['D05AX', 'D05A', 'D05', 'D'], ['D05AX', 'D05A', 'D05', 'D']]"
DB00800,Fenoldopam,['C01CA19'],"[['C01CA', 'C01C', 'C01', 'C']]"
DB00801,Halazepam,['N05BA13'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB00802,Alfentanil,['N01AH02'],"[['N01AH', 'N01A', 'N01', 'N']]"
DB00804,Dicyclomine,['A03AA07'],"[['A03AA', 'A03A', 'A03', 'A']]"
DB00805,Minaprine,['N06AX07'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB00806,Pentoxifylline,"['C04AD03', 'R03DA20']","[['C04AD', 'C04A', 'C04', 'C'], ['R03DA', 'R03D', 'R03', 'R']]"
DB00807,Proparacaine,['S01HA04'],"[['S01HA', 'S01H', 'S01', 'S']]"
DB00808,Indapamide,"['C03BA11', 'C09BX01', 'G01AE10', 'C10BX13']","[['C03BA', 'C03B', 'C03', 'C'], ['C09BX', 'C09B', 'C09', 'C'], ['G01AE', 'G01A', 'G01', 'G'], ['C10BX', 'C10B', 'C10', 'C']]"
DB00809,Tropicamide,"['S01FA06', 'S01FA56']","[['S01FA', 'S01F', 'S01', 'S'], ['S01FA', 'S01F', 'S01', 'S']]"
DB00810,Biperiden,['N04AA02'],"[['N04AA', 'N04A', 'N04', 'N']]"
DB00811,Ribavirin,['J05AP01'],"[['J05AP', 'J05A', 'J05', 'J']]"
DB00812,Phenylbutazone,"['M01BA01', 'M01AA01', 'M02AA01']","[['M01BA', 'M01B', 'M01', 'M'], ['M01AA', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M']]"
DB00813,Fentanyl,"['N01AH01', 'N02AB03', 'N01AH51']","[['N01AH', 'N01A', 'N01', 'N'], ['N02AB', 'N02A', 'N02', 'N'], ['N01AH', 'N01A', 'N01', 'N']]"
DB00814,Meloxicam,"['N01BB59', 'M01AC56', 'M01AC06']","[['N01BB', 'N01B', 'N01', 'N'], ['M01AC', 'M01A', 'M01', 'M'], ['M01AC', 'M01A', 'M01', 'M']]"
DB00816,Orciprenaline,"['R03AB03', 'R03CB03', 'R03CB53']","[['R03AB', 'R03A', 'R03', 'R'], ['R03CB', 'R03C', 'R03', 'R'], ['R03CB', 'R03C', 'R03', 'R']]"
DB00818,Propofol,['N01AX10'],"[['N01AX', 'N01A', 'N01', 'N']]"
DB00819,Acetazolamide,"['G01AE10', 'S01EC01']","[['G01AE', 'G01A', 'G01', 'G'], ['S01EC', 'S01E', 'S01', 'S']]"
DB00820,Tadalafil,"['G04BE08', 'C02KX52', 'G04CB51', 'G04CA54', 'C02KX54']","[['G04BE', 'G04B', 'G04', 'G'], ['C02KX', 'C02K', 'C02', 'C'], ['G04CB', 'G04C', 'G04', 'G'], ['G04CA', 'G04C', 'G04', 'G'], ['C02KX', 'C02K', 'C02', 'C']]"
DB00822,Disulfiram,"['P03AA04', 'P03AA54', 'N07BB01']","[['P03AA', 'P03A', 'P03', 'P'], ['P03AA', 'P03A', 'P03', 'P'], ['N07BB', 'N07B', 'N07', 'N']]"
DB00827,Cinoxacin,['J01MB06'],"[['J01MB', 'J01M', 'J01', 'J']]"
DB00829,Diazepam,['N05BA01'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB00831,Trifluoperazine,['N05AB06'],"[['N05AB', 'N05A', 'N05', 'N']]"
DB00834,Mifepristone,"['G03XB01', 'G03XB51']","[['G03XB', 'G03X', 'G03', 'G'], ['G03XB', 'G03X', 'G03', 'G']]"
DB00835,Brompheniramine,"['R06AB51', 'R06AB01']","[['R06AB', 'R06A', 'R06', 'R'], ['R06AB', 'R06A', 'R06', 'R']]"
DB00836,Loperamide,"['A07DA53', 'A07DA03']","[['A07DA', 'A07D', 'A07', 'A'], ['A07DA', 'A07D', 'A07', 'A']]"
DB00837,Progabide,['N03AG05'],"[['N03AG', 'N03A', 'N03', 'N']]"
DB00838,Clocortolone,['D07AB21'],"[['D07AB', 'D07A', 'D07', 'D']]"
DB00839,Tolazamide,"['A10BB05', 'G01AE10']","[['A10BB', 'A10B', 'A10', 'A'], ['G01AE', 'G01A', 'G01', 'G']]"
DB00841,Dobutamine,['C01CA07'],"[['C01CA', 'C01C', 'C01', 'C']]"
DB00842,Oxazepam,['N05BA04'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB00843,Donepezil,"['N06DA52', 'N06DA53', 'N06DA02']","[['N06DA', 'N06D', 'N06', 'N'], ['N06DA', 'N06D', 'N06', 'N'], ['N06DA', 'N06D', 'N06', 'N']]"
DB00844,Nalbuphine,['N02AF02'],"[['N02AF', 'N02A', 'N02', 'N']]"
DB00845,Clofazimine,"['J04BA01', 'J04BA51']","[['J04BA', 'J04B', 'J04', 'J'], ['J04BA', 'J04B', 'J04', 'J']]"
DB00846,Flurandrenolide,"['D07CC03', 'D07AC07']","[['D07CC', 'D07C', 'D07', 'D'], ['D07AC', 'D07A', 'D07', 'D']]"
DB00847,Cysteamine,"['A16AA04', 'S01XA21']","[['A16AA', 'A16A', 'A16', 'A'], ['S01XA', 'S01X', 'S01', 'S']]"
DB00848,Levamisole,['P02CE01'],"[['P02CE', 'P02C', 'P02', 'P']]"
DB00849,Methylphenobarbital,"['N03AA01', 'N05CB01']","[['N03AA', 'N03A', 'N03', 'N'], ['N05CB', 'N05C', 'N05', 'N']]"
DB00850,Perphenazine,['N05AB03'],"[['N05AB', 'N05A', 'N05', 'N']]"
DB00851,Dacarbazine,['L01AX04'],"[['L01AX', 'L01A', 'L01', 'L']]"
DB00852,Pseudoephedrine,"['R01BA52', 'R01BA02']","[['R01BA', 'R01B', 'R01', 'R'], ['R01BA', 'R01B', 'R01', 'R']]"
DB00853,Temozolomide,['L01AX03'],"[['L01AX', 'L01A', 'L01', 'L']]"
DB00855,Aminolevulinic acid,['L01XD04'],"[['L01XD', 'L01X', 'L01', 'L']]"
DB00857,Terbinafine,"['D01AE15', 'D01BA02']","[['D01AE', 'D01A', 'D01', 'D'], ['D01BA', 'D01B', 'D01', 'D']]"
DB00859,Penicillamine,['M01CC01'],"[['M01CC', 'M01C', 'M01', 'M']]"
DB00860,Prednisolone,"['D07AA03', 'S01CA02', 'D07XA02', 'A01AC54', 'R01AD02', 'S01BB02', 'S01CB02', 'R01AD52', 'V03AB05', 'S03BA02', 'D07BA01', 'D07CA03', 'S01BA04', 'S02BA03', 'A01AC04', 'A07EA01', 'H02AB06', 'S02CA01', 'C05AA04', 'S03CA02']","[['D07AA', 'D07A', 'D07', 'D'], ['S01CA', 'S01C', 'S01', 'S'], ['D07XA', 'D07X', 'D07', 'D'], ['A01AC', 'A01A', 'A01', 'A'], ['R01AD', 'R01A', 'R01', 'R'], ['S01BB', 'S01B', 'S01', 'S'], ['S01CB', 'S01C', 'S01', 'S'], ['R01AD', 'R01A', 'R01', 'R'], ['V03AB', 'V03A', 'V03', 'V'], ['S03BA', 'S03B', 'S03', 'S'], ['D07BA', 'D07B', 'D07', 'D'], ['D07CA', 'D07C', 'D07', 'D'], ['S01BA', 'S01B', 'S01', 'S'], ['S02BA', 'S02B', 'S02', 'S'], ['A01AC', 'A01A', 'A01', 'A'], ['A07EA', 'A07E', 'A07', 'A'], ['H02AB', 'H02A', 'H02', 'H'], ['S02CA', 'S02C', 'S02', 'S'], ['C05AA', 'C05A', 'C05', 'C'], ['S03CA', 'S03C', 'S03', 'S']]"
DB00861,Diflunisal,['N02BA11'],"[['N02BA', 'N02B', 'N02', 'N']]"
DB00862,Vardenafil,['G04BE09'],"[['G04BE', 'G04B', 'G04', 'G']]"
DB00863,Ranitidine,"['A02BA07', 'A02BA02']","[['A02BA', 'A02B', 'A02', 'A'], ['A02BA', 'A02B', 'A02', 'A']]"
DB00864,Tacrolimus,"['D11AH01', 'L04AD02']","[['D11AH', 'D11A', 'D11', 'D'], ['L04AD', 'L04A', 'L04', 'L']]"
DB00866,Alprenolol,['C07AA01'],"[['C07AA', 'C07A', 'C07', 'C']]"
DB00867,Ritodrine,['G02CA01'],"[['G02CA', 'G02C', 'G02', 'G']]"
DB00868,Benzonatate,['R05DB01'],"[['R05DB', 'R05D', 'R05', 'R']]"
DB00869,Dorzolamide,"['G01AE10', 'S01EC03']","[['G01AE', 'G01A', 'G01', 'G'], ['S01EC', 'S01E', 'S01', 'S']]"
DB00870,Suprofen,['M01AE07'],"[['M01AE', 'M01A', 'M01', 'M']]"
DB00871,Terbutaline,"['R03CC53', 'R03CC03', 'R03AC03']","[['R03CC', 'R03C', 'R03', 'R'], ['R03CC', 'R03C', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R']]"
DB00872,Conivaptan,['C03XA02'],"[['C03XA', 'C03X', 'C03', 'C']]"
DB00874,Guaifenesin,['R05CA03'],"[['R05CA', 'R05C', 'R05', 'R']]"
DB00875,Flupentixol,['N05AF01'],"[['N05AF', 'N05A', 'N05', 'N']]"
DB00876,Eprosartan,"['C09DA02', 'C09CA02']","[['C09DA', 'C09D', 'C09', 'C'], ['C09CA', 'C09C', 'C09', 'C']]"
DB00877,Sirolimus,"['L01EG04', 'S01XA23', 'L04AA10']","[['L01EG', 'L01E', 'L01', 'L'], ['S01XA', 'S01X', 'S01', 'S'], ['L04AA', 'L04A', 'L04', 'L']]"
DB00880,Chlorothiazide,"['C03AB04', 'G01AE10', 'C03AA04', 'C03AH01']","[['C03AB', 'C03A', 'C03', 'C'], ['G01AE', 'G01A', 'G01', 'G'], ['C03AA', 'C03A', 'C03', 'C'], ['C03AH', 'C03A', 'C03', 'C']]"
DB00881,Quinapril,"['C09AA06', 'C09BA06']","[['C09AA', 'C09A', 'C09', 'C'], ['C09BA', 'C09B', 'C09', 'C']]"
DB00882,Clomifene,['G03GB02'],"[['G03GB', 'G03G', 'G03', 'G']]"
DB00883,Isosorbide dinitrate,"['C01DA08', 'C01DA58', 'C05AE02']","[['C01DA', 'C01D', 'C01', 'C'], ['C01DA', 'C01D', 'C01', 'C'], ['C05AE', 'C05A', 'C05', 'C']]"
DB00884,Risedronic acid,"['M05BB07', 'M05BB02', 'M05BB04', 'M05BA07']","[['M05BB', 'M05B', 'M05', 'M'], ['M05BB', 'M05B', 'M05', 'M'], ['M05BB', 'M05B', 'M05', 'M'], ['M05BA', 'M05B', 'M05', 'M']]"
DB00887,Bumetanide,"['G01AE10', 'C03CB02', 'C03EB02', 'C03CA02']","[['G01AE', 'G01A', 'G01', 'G'], ['C03CB', 'C03C', 'C03', 'C'], ['C03EB', 'C03E', 'C03', 'C'], ['C03CA', 'C03C', 'C03', 'C']]"
DB00888,Mechlorethamine,['L01AA05'],"[['L01AA', 'L01A', 'L01', 'L']]"
DB00889,Granisetron,['A04AA02'],"[['A04AA', 'A04A', 'A04', 'A']]"
DB00890,Dienestrol,"['G03CB01', 'G03CC02']","[['G03CB', 'G03C', 'G03', 'G'], ['G03CC', 'G03C', 'G03', 'G']]"
DB00892,Oxybuprocaine,"['S01HA02', 'D04AB03']","[['S01HA', 'S01H', 'S01', 'S'], ['D04AB', 'D04A', 'D04', 'D']]"
DB00895,Benzylpenicilloyl polylysine,['J01CR50'],"[['J01CR', 'J01C', 'J01', 'J']]"
DB00896,Rimexolone,"['H02AB12', 'S01BA13']","[['H02AB', 'H02A', 'H02', 'H'], ['S01BA', 'S01B', 'S01', 'S']]"
DB00897,Triazolam,['N05CD05'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB00898,Ethanol,"['V03AB16', 'V03AZ01', 'D08AX08']","[['V03AB', 'V03A', 'V03', 'V'], ['V03AZ', 'V03A', 'V03', 'V'], ['D08AX', 'D08A', 'D08', 'D']]"
DB00899,Remifentanil,['N01AH06'],"[['N01AH', 'N01A', 'N01', 'N']]"
DB00900,Didanosine,['J05AF02'],"[['J05AF', 'J05A', 'J05', 'J']]"
DB00901,Bitolterol,['R03AC17'],"[['R03AC', 'R03A', 'R03', 'R']]"
DB00902,Methdilazine,['R06AD04'],"[['R06AD', 'R06A', 'R06', 'R']]"
DB00903,Etacrynic acid,['C03CC01'],"[['C03CC', 'C03C', 'C03', 'C']]"
DB00904,Ondansetron,['A04AA01'],"[['A04AA', 'A04A', 'A04', 'A']]"
DB00905,Bimatoprost,['S01EE03'],"[['S01EE', 'S01E', 'S01', 'S']]"
DB00906,Tiagabine,['N03AG06'],"[['N03AG', 'N03A', 'N03', 'N']]"
DB00907,Cocaine,"['S01HA01', 'S02DA02', 'N01BC01', 'R02AD03']","[['S01HA', 'S01H', 'S01', 'S'], ['S02DA', 'S02D', 'S02', 'S'], ['N01BC', 'N01B', 'N01', 'N'], ['R02AD', 'R02A', 'R02', 'R']]"
DB00908,Quinidine,"['C01BA01', 'C01BA51', 'C01BA71']","[['C01BA', 'C01B', 'C01', 'C'], ['C01BA', 'C01B', 'C01', 'C'], ['C01BA', 'C01B', 'C01', 'C']]"
DB00909,Zonisamide,"['N03AX15', 'G01AE10']","[['N03AX', 'N03A', 'N03', 'N'], ['G01AE', 'G01A', 'G01', 'G']]"
DB00910,Paricalcitol,['H05BX02'],"[['H05BX', 'H05B', 'H05', 'H']]"
DB00911,Tinidazole,"['J01RA11', 'J01RA13', 'A02BD09', 'J01XD02', 'G01AF20', 'G01AF21', 'P01AB02']","[['J01RA', 'J01R', 'J01', 'J'], ['J01RA', 'J01R', 'J01', 'J'], ['A02BD', 'A02B', 'A02', 'A'], ['J01XD', 'J01X', 'J01', 'J'], ['G01AF', 'G01A', 'G01', 'G'], ['G01AF', 'G01A', 'G01', 'G'], ['P01AB', 'P01A', 'P01', 'P']]"
DB00912,Repaglinide,"['A10BD14', 'A10BX02']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BX', 'A10B', 'A10', 'A']]"
DB00913,Anileridine,['N01AH05'],"[['N01AH', 'N01A', 'N01', 'N']]"
DB00914,Phenformin,"['A10BA01', 'A10BD01']","[['A10BA', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB00915,Amantadine,['N04BB01'],"[['N04BB', 'N04B', 'N04', 'N']]"
DB00917,Dinoprostone,['G02AD02'],"[['G02AD', 'G02A', 'G02', 'G']]"
DB00918,Almotriptan,['N02CC05'],"[['N02CC', 'N02C', 'N02', 'N']]"
DB00920,Ketotifen,"['S01GX08', 'R06AX17']","[['S01GX', 'S01G', 'S01', 'S'], ['R06AX', 'R06A', 'R06', 'R']]"
DB00921,Buprenorphine,"['N07BC01', 'N07BC51', 'N02AE01']","[['N07BC', 'N07B', 'N07', 'N'], ['N07BC', 'N07B', 'N07', 'N'], ['N02AE', 'N02A', 'N02', 'N']]"
DB00922,Levosimendan,['C01CX08'],"[['C01CX', 'C01C', 'C01', 'C']]"
DB00924,Cyclobenzaprine,['M03BX08'],"[['M03BX', 'M03B', 'M03', 'M']]"
DB00925,Phenoxybenzamine,['C04AX02'],"[['C04AX', 'C04A', 'C04', 'C']]"
DB00926,Etretinate,['D05BB01'],"[['D05BB', 'D05B', 'D05', 'D']]"
DB00927,Famotidine,"['A02BA03', 'A02BA53']","[['A02BA', 'A02B', 'A02', 'A'], ['A02BA', 'A02B', 'A02', 'A']]"
DB00928,Azacitidine,['L01BC07'],"[['L01BC', 'L01B', 'L01', 'L']]"
DB00929,Misoprostol,"['G02AD06', 'A02BB01', 'M01AE56']","[['G02AD', 'G02A', 'G02', 'G'], ['A02BB', 'A02B', 'A02', 'A'], ['M01AE', 'M01A', 'M01', 'M']]"
DB00930,Colesevelam,['C10AC04'],"[['C10AC', 'C10A', 'C10', 'C']]"
DB00933,Mesoridazine,['N05AC03'],"[['N05AC', 'N05A', 'N05', 'N']]"
DB00934,Maprotiline,['N06AA21'],"[['N06AA', 'N06A', 'N06', 'N']]"
DB00935,Oxymetazoline,"['S01GA04', 'D11AX27', 'R01AB07', 'R01AA05']","[['S01GA', 'S01G', 'S01', 'S'], ['D11AX', 'D11A', 'D11', 'D'], ['R01AB', 'R01A', 'R01', 'R'], ['R01AA', 'R01A', 'R01', 'R']]"
DB00936,Salicylic acid,"['D01AE12', 'N02BA04', 'N02BA12', 'S01BC08']","[['D01AE', 'D01A', 'D01', 'D'], ['N02BA', 'N02B', 'N02', 'N'], ['N02BA', 'N02B', 'N02', 'N'], ['S01BC', 'S01B', 'S01', 'S']]"
DB00937,Diethylpropion,['A08AA03'],"[['A08AA', 'A08A', 'A08', 'A']]"
DB00938,Salmeterol,"['R03AK06', 'R03AK12', 'R03AC12']","[['R03AK', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R']]"
DB00939,Meclofenamic acid,"['M01AG04', 'M02AA18']","[['M01AG', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M']]"
DB00940,Methantheline,['A03AB07'],"[['A03AB', 'A03A', 'A03', 'A']]"
DB00941,Hexafluronium,['M03AC05'],"[['M03AC', 'M03A', 'M03', 'M']]"
DB00944,Demecarium,['S01EB04'],"[['S01EB', 'S01E', 'S01', 'S']]"
DB00945,Acetylsalicylic acid,"['B01AC06', 'C07FX04', 'C10BX04', 'M01BA03', 'N02BA71', 'C10BX02', 'B01AC56', 'N02AJ07', 'N02AJ02', 'N02BA01', 'C10BX05', 'N02BA51', 'A01AD05', 'C10BX01', 'C07FX03', 'N02AJ18', 'C10BX12', 'C10BX08', 'C10BX06', 'C07FX02']","[['B01AC', 'B01A', 'B01', 'B'], ['C07FX', 'C07F', 'C07', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['M01BA', 'M01B', 'M01', 'M'], ['N02BA', 'N02B', 'N02', 'N'], ['C10BX', 'C10B', 'C10', 'C'], ['B01AC', 'B01A', 'B01', 'B'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02BA', 'N02B', 'N02', 'N'], ['C10BX', 'C10B', 'C10', 'C'], ['N02BA', 'N02B', 'N02', 'N'], ['A01AD', 'A01A', 'A01', 'A'], ['C10BX', 'C10B', 'C10', 'C'], ['C07FX', 'C07F', 'C07', 'C'], ['N02AJ', 'N02A', 'N02', 'N'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C07FX', 'C07F', 'C07', 'C']]"
DB00946,Phenprocoumon,['B01AA04'],"[['B01AA', 'B01A', 'B01', 'B']]"
DB00947,Fulvestrant,['L02BA03'],"[['L02BA', 'L02B', 'L02', 'L']]"
DB00949,Felbamate,['N03AX10'],"[['N03AX', 'N03A', 'N03', 'N']]"
DB00950,Fexofenadine,['R06AX26'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB00951,Isoniazid,"['J04AM04', 'J04AM01', 'J04AM03', 'J04AM02', 'J04AC01', 'J04AM06', 'J04AM05', 'J04AM07', 'J04AM08', 'J04AC51']","[['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AC', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AC', 'J04A', 'J04', 'J']]"
DB00952,Naratriptan,['N02CC02'],"[['N02CC', 'N02C', 'N02', 'N']]"
DB00953,Rizatriptan,['N02CC04'],"[['N02CC', 'N02C', 'N02', 'N']]"
DB00956,Hydrocodone,['R05DA03'],"[['R05DA', 'R05D', 'R05', 'R']]"
DB00957,Norgestimate,"['G03AA11', 'G03FA13', 'G03AB09']","[['G03AA', 'G03A', 'G03', 'G'], ['G03FA', 'G03F', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G']]"
DB00958,Carboplatin,['L01XA02'],"[['L01XA', 'L01X', 'L01', 'L']]"
DB00959,Methylprednisolone,"['D07AA01', 'D10AA02', 'H02AB04', 'H02BX01', 'D07CA02', 'S03CA07', 'S01CA08']","[['D07AA', 'D07A', 'D07', 'D'], ['D10AA', 'D10A', 'D10', 'D'], ['H02AB', 'H02A', 'H02', 'H'], ['H02BX', 'H02B', 'H02', 'H'], ['D07CA', 'D07C', 'D07', 'D'], ['S03CA', 'S03C', 'S03', 'S'], ['S01CA', 'S01C', 'S01', 'S']]"
DB00960,Pindolol,"['C07CA03', 'C07AA03']","[['C07CA', 'C07C', 'C07', 'C'], ['C07AA', 'C07A', 'C07', 'C']]"
DB00961,Mepivacaine,"['N01BB53', 'N01BB03']","[['N01BB', 'N01B', 'N01', 'N'], ['N01BB', 'N01B', 'N01', 'N']]"
DB00962,Zaleplon,['N05CF03'],"[['N05CF', 'N05C', 'N05', 'N']]"
DB00963,Bromfenac,['S01BC11'],"[['S01BC', 'S01B', 'S01', 'S']]"
DB00964,Apraclonidine,['S01EA03'],"[['S01EA', 'S01E', 'S01', 'S']]"
DB00966,Telmisartan,"['C09DB04', 'C09CA07', 'C09DX08', 'C09DA07']","[['C09DB', 'C09D', 'C09', 'C'], ['C09CA', 'C09C', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C09DA', 'C09D', 'C09', 'C']]"
DB00967,Desloratadine,['R06AX27'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB00968,Methyldopa,['C02AB01'],"[['C02AB', 'C02A', 'C02', 'C']]"
DB00969,Alosetron,['A03AE01'],"[['A03AE', 'A03A', 'A03', 'A']]"
DB00970,Dactinomycin,['L01DA01'],"[['L01DA', 'L01D', 'L01', 'L']]"
DB00972,Azelastine,"['R06AX19', 'S01GX07', 'R01AC03']","[['R06AX', 'R06A', 'R06', 'R'], ['S01GX', 'S01G', 'S01', 'S'], ['R01AC', 'R01A', 'R01', 'R']]"
DB00973,Ezetimibe,"['C10BA02', 'C10BA11', 'C10BA10', 'C10BA05', 'C10BA12', 'C10AX09', 'C10BA06']","[['C10BA', 'C10B', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C'], ['C10AX', 'C10A', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C']]"
DB00975,Dipyridamole,['B01AC07'],"[['B01AC', 'B01A', 'B01', 'B']]"
DB00977,Ethinylestradiol,"['G03AA15', 'G03AA11', 'L02AA03', 'G03AA12', 'G03AA16', 'G03AB02', 'G03CA01', 'G03AA03', 'G03AA10', 'G03AB04', 'G03AB01', 'G03AB07', 'G03AA13', 'G03AA06', 'G03AA08', 'G03AA02', 'G03AA04', 'G03AA09', 'G03AB09', 'G03AA07', 'G03AB03', 'G03AA05', 'G03AB05', 'G03AB06', 'G03AA01']","[['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['L02AA', 'L02A', 'L02', 'L'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03CA', 'G03C', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G']]"
DB00978,Lomefloxacin,"['S01AE04', 'J01MA07']","[['S01AE', 'S01A', 'S01', 'S'], ['J01MA', 'J01M', 'J01', 'J']]"
DB00979,Cyclopentolate,"['S01FA54', 'S01FA04']","[['S01FA', 'S01F', 'S01', 'S'], ['S01FA', 'S01F', 'S01', 'S']]"
DB00980,Ramelteon,['N05CH02'],"[['N05CH', 'N05C', 'N05', 'N']]"
DB00981,Physostigmine,"['S01EB05', 'V03AB19']","[['S01EB', 'S01E', 'S01', 'S'], ['V03AB', 'V03A', 'V03', 'V']]"
DB00982,Isotretinoin,"['D10AD04', 'D10AD54', 'D10BA01']","[['D10AD', 'D10A', 'D10', 'D'], ['D10AD', 'D10A', 'D10', 'D'], ['D10BA', 'D10B', 'D10', 'D']]"
DB00983,Formoterol,"['R03AL09', 'R03AL05', 'R03AK09', 'R03AL10', 'R03CC15', 'R03AL11', 'R03AL07', 'R03AK08', 'R03AC13', 'R03AK07', 'R03AK11']","[['R03AL', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03CC', 'R03C', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R']]"
DB00985,Dimenhydrinate,"['R06AA11', 'R06AA61']","[['R06AA', 'R06A', 'R06', 'R'], ['R06AA', 'R06A', 'R06', 'R']]"
