dg_id,dg_name,dg_atc_codes,dg_atc_levels,kegg_cid
DB11588,Carbon monoxide,['V04CX08'],"[['V04CX', 'V04C', 'V04', 'V']]",C00237
DB11632,Opicapone,['N04BX04'],"[['N04BX', 'N04B', 'N04', 'N']]",C13847
DB11699,Tropisetron,['A04AA03'],"[['A04AA', 'A04A', 'A04', 'A']]",C13666
DB11738,Rilmenidine,['C02AC06'],"[['C02AC', 'C02A', 'C02', 'C']]",C11120
DB11842,Angiotensin II,['C01CX09'],"[['C01CX', 'C01C', 'C01', 'C']]",C02135
DB11859,Brexanolone,['N06AX29'],"[['N06AX', 'N06A', 'N06', 'N']]",C13712
DB12278,Propiverine,['G04BD06'],"[['G04BD', 'G04B', 'G04', 'G']]",C07852
DB12465,Ketanserin,['C02KD01'],"[['C02KD', 'C02K', 'C02', 'C']]",C07464
DB12532,Oxetacaine,['C05AD06'],"[['C05AD', 'C05A', 'C05', 'C']]",C12552
DB12789,Dinoprost,['G02AD01'],"[['G02AD', 'G02A', 'G02', 'G']]",C00639
DB12965,Silver,['D08AL30'],"[['D08AL', 'D08A', 'D08', 'D']]",C06710
DB13179,Troleandomycin,['J01FA08'],"[['J01FA', 'J01F', 'J01', 'J']]",C12753
DB13191,Phosphocreatine,['C01EB06'],"[['C01EB', 'C01E', 'C01', 'C']]",C02305
DB13746,Bioallethrin,"['P03AC52', 'P03AC02']","[['P03AC', 'P03A', 'P03', 'P'], ['P03AC', 'P03A', 'P03', 'P']]",C14337
DB13751,Glycyrrhizic acid,['A05BA08'],"[['A05BA', 'A05B', 'A05', 'A']]",C02284
DB13781,Xamoterol,['C01CX07'],"[['C01CX', 'C01C', 'C01', 'C']]",C11775
DB13800,Calcium levulinate,['A12AA30'],"[['A12AA', 'A12A', 'A12', 'A']]",C18380
DB13837,Doxefazepam,['N05CD12'],"[['N05CD', 'N05C', 'N05', 'N']]",C19413
DB13867,Fluticasone,"['R03BA05', 'D07AC17', 'R03AK11', 'R03AK06', 'R01AD08', 'R01AD58']","[['R03BA', 'R03B', 'R03', 'R'], ['D07AC', 'D07A', 'D07', 'D'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R01AD', 'R01A', 'R01', 'R'], ['R01AD', 'R01A', 'R01', 'R']]",C07815
DB14028,Nordazepam,['N05BA16'],"[['N05BA', 'N05B', 'N05', 'N']]",C07486
DB14498,Potassium acetate,['B05XA17'],"[['B05XA', 'B05X', 'B05', 'B']]",C12554
DB14512,Mometasone furoate,"['D07AC13', 'R03BA07', 'D07XC03', 'R01AD09', 'R03AK09']","[['D07AC', 'D07A', 'D07', 'D'], ['R03BA', 'R03B', 'R03', 'R'], ['D07XC', 'D07X', 'D07', 'D'], ['R01AD', 'R01A', 'R01', 'R'], ['R03AK', 'R03A', 'R03', 'R']]",C07817
DB14543,Hydrocortisone probutate,['D07AB11'],"[['D07AB', 'D07A', 'D07', 'D']]",C13358
DB14723,Larotrectinib,['L01EX12'],"[['L01EX', 'L01E', 'L01', 'L']]",C06171
DB15935,Lumasiran,['A16AX18'],"[['A16AX', 'A16A', 'A16', 'A']]",C10212
